,day,month,year,post_category,comp_category,target_audience,min_team_size,max_team_size,registration_fee,number_category,cat_invalid,cat_religious_competition,cat_web_development,cat_ui/ux_competition,cat_non-it_competition,cat_competitive_programming,cat_cybersecurity/network,cat_science_olympiad,cat_game_development,cat_ai,cat_hackathon,cat_mobile_development,cat_robotic/iot,cat_data_science,cat_business_plan,cat_data_analyst,cat_smart_city,cat_python,cat_product_competition,aud_umum,aud_mahasiswa,aud_sma,aud_sd,aud_smp,aud_invalid,aud_tk,min_registration_fee,max_registration_fee,fee_type
958,26,1,2024,COMPETITION,['Robotic/IoT'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
959,25,1,2024,COMPETITION,['Data Science'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
960,25,1,2024,COMPETITION,['Data Science'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
961,24,1,2024,COMPETITION,['Invalid'],"['SMP', 'SD', 'SMA']",-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Free
962,22,1,2024,COMPETITION,['Science Olympiad'],"['SMP', 'SD', 'SMA']",-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Free
963,22,1,2024,COMPETITION,['Business Plan'],"['Mahasiswa', 'SMA']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
964,20,1,2024,COMPETITION,"['Non-IT Competition', 'UI/UX Competition']","['Mahasiswa', 'SMP', 'SMA']",-1,-1,[0],2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Free
965,19,1,2024,COMPETITION,['Hackathon'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
966,19,1,2024,COMPETITION,['Game Development'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
967,19,1,2024,COMPETITION,['Invalid'],"['SMP', 'SMA']",-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Free
968,17,1,2024,COMPETITION,['Invalid'],"['SMP', 'SD']",-1,-1,[200000],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,200000,200000,Paid
969,16,1,2024,OTHER,['Invalid'],['Invalid'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Free
970,15,1,2024,COMPETITION,['Invalid'],['SD'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Free
971,15,1,2024,COMPETITION,"['Hackathon', 'Invalid']",['Mahasiswa'],-1,-1,[0],2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
972,14,1,2024,COMPETITION,['Web Development'],"['SMP', 'SD', 'SMA', 'Mahasiswa']",-1,-1,[0],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Free
973,13,1,2024,COMPETITION,['Robotic/IoT'],['Umum'],-1,-1,[200000],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,200000,200000,Paid
974,12,1,2024,COMPETITION,"['Web Development', 'UI/UX Competition']",['SMA'],-1,-1,[0],2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
975,12,1,2024,COMPETITION,['Game Development'],"['SMP', 'Mahasiswa', 'Umum', 'SMA']",-1,-1,[20000],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,20000,20000,Paid
976,12,1,2024,COMPETITION,['Science Olympiad'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
977,11,1,2024,COMPETITION,['Science Olympiad'],['SMA'],-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
978,10,1,2024,COMPETITION,"['Competitive Programming', 'Web Development', 'Game Development']","['SMP', 'SMA']",-1,-1,[100000],3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,100000,100000,Paid
979,9,1,2024,COMPETITION,['UI/UX Competition'],['Mahasiswa'],-1,-1,[0],1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
980,9,1,2024,COMPETITION,"['Hackathon', 'UI/UX Competition']","['Mahasiswa', 'Umum', 'SMA']",-1,-1,[0],2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Free
981,9,1,2024,COMPETITION,['Robotic/IoT'],['SMA'],-1,-1,[100000],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100000,100000,Paid
982,7,1,2024,OTHER,['Invalid'],['Invalid'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Free
983,30,12,2023,COMPETITION,['Competitive Programming'],['SMA'],3,3,[125000],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125000,125000,Paid
984,29,12,2023,COMPETITION,['Robotic/IoT'],['SMA'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
985,24,12,2023,COMPETITION,['Robotic/IoT'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
986,24,12,2023,COMPETITION,['UI/UX Competition'],['Mahasiswa'],-1,-1,[50000],1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50000,50000,Paid
987,23,12,2023,COMPETITION,['Game Development'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
988,22,12,2023,COMPETITION,['Competitive Programming'],['Mahasiswa'],-1,-1,[30000],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000,30000,Paid
989,21,12,2023,COMPETITION,"['Non-IT Competition', 'Robotic/IoT']",['Mahasiswa'],-1,-1,[0],2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
990,21,12,2023,COMPETITION,"['Non-IT Competition', 'Invalid']",['Mahasiswa'],-1,-1,[0],2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
991,21,12,2023,COMPETITION,['Web Development'],['Umum'],-1,-1,[0],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
992,21,12,2023,COMPETITION,['Science Olympiad'],['Mahasiswa'],1,4,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
993,20,12,2023,COMPETITION,"['Web Development', 'Business Plan', 'Non-IT Competition']",['Mahasiswa'],-1,-1,[0],3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
994,19,12,2023,COMPETITION,"['Cybersecurity/Network', 'Invalid']",['Umum'],-1,-1,[0],2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
995,18,12,2023,COMPETITION,['Game Development'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
996,18,12,2023,COMPETITION,['Hackathon'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
997,17,12,2023,COMPETITION,['Invalid'],['Mahasiswa'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
998,17,12,2023,COMPETITION,"['Competitive Programming', 'Mobile Development']","['SMP', 'SD', 'SMA']",-1,-1,[150000],2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,150000,150000,Paid
999,16,12,2023,COMPETITION,['Competitive Programming'],['Umum'],-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1000,16,12,2023,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1001,16,12,2023,COMPETITION,['Robotic/IoT'],"['Mahasiswa', 'SMA']",3,3,[150000],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,150000,150000,Paid
1002,14,12,2023,COMPETITION,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1003,13,12,2023,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Business Plan']","['Mahasiswa', 'SMA']",2,3,[75000],3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,75000,75000,Paid
1004,12,12,2023,COMPETITION,['Web Development'],"['SMP', 'Mahasiswa', 'SMA']",-1,-1,[100000],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,100000,100000,Paid
1005,11,12,2023,COMPETITION,['Hackathon'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
1006,9,12,2023,COMPETITION,['Robotic/IoT'],['SD'],-1,-1,[75000],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,75000,75000,Paid
1007,5,12,2023,COMPETITION,['Science Olympiad'],"['SMP', 'SD', 'SMA']",1,1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Free
1008,4,12,2023,COMPETITION,['Competitive Programming'],['Mahasiswa'],-1,-1,[250000],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250000,250000,Paid
1009,30,11,2023,COMPETITION,['Competitive Programming'],['Umum'],-1,-1,[75000],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75000,75000,Paid
1010,29,11,2023,COMPETITION,['Hackathon'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
1011,29,11,2023,COMPETITION,['Cybersecurity/Network'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1012,29,11,2023,COMPETITION,['Cybersecurity/Network'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
1013,29,11,2023,COMPETITION,['Competitive Programming'],['Umum'],1,1,[80000],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80000,80000,Paid
1014,29,11,2023,COMPETITION,['Competitive Programming'],['Mahasiswa'],3,3,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
1015,27,11,2023,COMPETITION,"['Non-IT Competition', 'Data Analyst']","['Mahasiswa', 'SMA']",-1,-1,[0],2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Free
1016,27,11,2023,COMPETITION,['Robotic/IoT'],['Umum'],3,3,"[125000, 175000]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,125000,175000,Paid
1017,26,11,2023,COMPETITION,['Hackathon'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1018,26,11,2023,COMPETITION,['Non-IT Competition'],"['Umum', 'SMA']",-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
1019,23,11,2023,COMPETITION,['Competitive Programming'],['Umum'],-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1020,22,11,2023,COMPETITION,"['Web Development', 'Non-IT Competition']","['Mahasiswa', 'SMA']",-1,-1,[0],2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
1021,21,11,2023,COMPETITION,"['Non-IT Competition', 'Robotic/IoT']","['SMP', 'Umum', 'SD', 'SMA', 'Mahasiswa']",-1,-1,"[20000, 120000, 85000, 250000, 130000]",2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,20000,250000,Paid
1022,21,11,2023,COMPETITION,['Invalid'],"['Mahasiswa', 'SMA']",-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
1023,21,11,2023,COMPETITION,"['Hackathon', 'Non-IT Competition']",['SMA'],-1,-1,[0],2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
1024,21,11,2023,COMPETITION,['Business Plan'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
1025,17,11,2023,COMPETITION,['Game Development'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1026,14,11,2023,COMPETITION,['AI'],['Invalid'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Free
1027,14,11,2023,COMPETITION,"['Invalid', 'Game Development']","['SMP', 'SD']",-1,-1,[0],2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Free
1028,11,11,2023,OTHER,['Invalid'],['Invalid'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Free
1029,9,11,2023,GIVEAWAY,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1030,8,11,2023,COMPETITION,['Cybersecurity/Network'],"['Mahasiswa', 'SMA']",-1,-1,[85000],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,85000,85000,Paid
1031,8,11,2023,COMPETITION,"['Cybersecurity/Network', 'Invalid']","['Mahasiswa', 'Umum', 'SMA']",-1,3,"[100000, 180000, 40000, 35000]",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,35000,180000,Paid
1032,7,11,2023,COMPETITION,['Hackathon'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1033,6,11,2023,OTHER,['Invalid'],['Invalid'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Free
1034,6,11,2023,COMPETITION,['Competitive Programming'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
1035,6,11,2023,COMPETITION,"['AI', 'Data Science']",['Mahasiswa'],-1,-1,"[50000, 75000]",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50000,75000,Paid
1036,2,11,2023,COMPETITION,['Data Science'],['Mahasiswa'],2,2,"[20000, 25000]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20000,25000,Paid
1037,2,11,2023,COMPETITION,['Robotic/IoT'],"['SMP', 'SD', 'SMA']",-1,-1,"[120000, 125000, 150000, 110000, 135000]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,110000,150000,Paid
1038,2,11,2023,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Robotic/IoT', 'Science Olympiad']","['SMP', 'SMA']",1,5,"[0, 25000, 50000, 150000, 450000]",4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,450000,Paid
1039,1,11,2023,COMPETITION,['Competitive Programming'],['SMA'],3,3,"[125000, 150000]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125000,150000,Paid
1040,30,10,2023,OTHER,"['AI', 'Non-IT Competition', 'Science Olympiad']","['Mahasiswa', 'Umum', 'SMA']",-1,-1,[0],3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Free
1041,30,10,2023,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Business Plan']","['Mahasiswa', 'Umum']",-1,-1,"[0, 40000, 25000, 30000, 35000]",3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,40000,Paid
1042,30,10,2023,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[30000],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30000,30000,Paid
1043,30,10,2023,COMPETITION,"['Non-IT Competition', 'Invalid']",['Umum'],-1,-1,[0],2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1044,28,10,2023,COMPETITION,['Non-IT Competition'],['Umum'],1,1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1045,28,10,2023,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad']",['Umum'],1,4,[0],3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1046,28,10,2023,COMPETITION,['Competitive Programming'],"['Umum', 'SMA']",1,3,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
1047,26,10,2023,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],-1,-1,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1048,26,10,2023,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1049,25,10,2023,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad', 'Religious Competition']",['Umum'],-1,-1,[0],4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1050,23,10,2023,COMPETITION,"['Non-IT Competition', 'Robotic/IoT']","['SMP', 'Umum', 'SD', 'SMA', 'TK']",1,1,[200000],2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,200000,200000,Paid
1051,23,10,2023,COMPETITION,"['Hackathon', 'Science Olympiad']",['SMA'],-1,-1,[0],2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
1052,23,10,2023,COMPETITION,['Non-IT Competition'],['Umum'],-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1053,23,10,2023,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1054,21,10,2023,COMPETITION,"['Non-IT Competition', 'UI/UX Competition']","['Mahasiswa', 'SMA']",1,1,[130000],2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,130000,130000,Paid
1055,20,10,2023,COMPETITION,"['Non-IT Competition', 'Cybersecurity/Network']","['Mahasiswa', 'Umum', 'SMA']",1,3,[0],2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Free
1056,20,10,2023,COMPETITION,"['Non-IT Competition', 'Data Analyst', 'Science Olympiad']","['Mahasiswa', 'Umum']",-1,-1,[0],3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Free
1057,20,10,2023,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1058,20,10,2023,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],-1,-1,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1059,17,10,2023,COMPETITION,"['AI', 'Data Science', 'Science Olympiad']","['Mahasiswa', 'Umum']",2,5,[0],3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
1060,17,10,2023,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Web Development']",['Umum'],1,1,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1061,17,10,2023,COMPETITION,"['Cybersecurity/Network', 'Robotic/IoT']","['Mahasiswa', 'SMA']",1,1,[0],2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
1062,17,10,2023,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1063,17,10,2023,COMPETITION,['Data Science'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
1064,14,10,2023,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Robotic/IoT']",['Umum'],-1,-1,[0],3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1065,14,10,2023,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Robotic/IoT']",['Umum'],-1,-1,[0],3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1066,14,10,2023,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Science Olympiad']","['Mahasiswa', 'Umum', 'SMA']",1,1,[75000],3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,75000,75000,Paid
1067,14,10,2023,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Cybersecurity/Network', 'UI/UX Competition']",['SMA'],1,1,[0],4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
1068,13,10,2023,COMPETITION,['Mobile Development'],"['Mahasiswa', 'Umum']",1,1,[0],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
1069,13,10,2023,WEBINAR,['Invalid'],"['SMP', 'Umum', 'SD', 'SMA', 'Mahasiswa']",-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Free
1070,13,10,2023,COMPETITION,"['Non-IT Competition', 'Data Analyst']",['Umum'],1,1,"[50000, 100000, 150000, 200000]",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,50000,200000,Paid
1071,13,10,2023,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Game Development']",['Umum'],1,1,[0],3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1072,13,10,2023,COMPETITION,['Science Olympiad'],['Umum'],1,1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1073,11,10,2023,COMPETITION,['Competitive Programming'],"['Umum', 'SMA']",-1,-1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
1074,7,10,2023,COMPETITION,"['Hackathon', 'Non-IT Competition', 'Game Development', 'Data Analyst']",['Umum'],1,1,[0],4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Free
1075,4,10,2023,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
1076,4,10,2023,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],-1,-1,[35000],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35000,35000,Paid
1077,4,10,2023,COMPETITION,['Hackathon'],['SMA'],1,1,[0],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
